Departure,Return,Airline,Duration,Transit,Price,Competitor Price,Duration in Minutes,Flight Type,Price Type,Season,Price per Hour
2025-08-13,2025-08-20,Turkish Airlines,17h 50m,1,1114.0,1156.84,1070,Medium,Affordable,Summer,62.47
2025-08-13,2025-08-20,Turkish Airlines,17h 50m,1,1018.0,1060.84,1070,Medium,Affordable,Summer,57.08
2025-08-13,2025-08-20,Turkish Airlines,21h 10m,1,1018.0,1060.84,1270,Medium,Affordable,Summer,48.09
2025-08-13,2025-08-20,Turkish Airlines,17h 50m,1,955.0,997.84,1070,Medium,Affordable,Summer,53.55
2025-08-13,2025-08-20,Turkish Airlines,26h 40m,1,955.0,997.84,1600,Long,Affordable,Summer,35.81
2025-08-13,2025-08-20,Turkish Airlines,20h 35m,1,1077.0,1119.84,1235,Medium,Affordable,Summer,52.32
2025-08-13,2025-08-20,Turkish Airlines,16h 50m,1,955.0,965.0,1010,Short,Affordable,Summer,56.73
2025-08-13,2025-08-20,Turkish Airlines,20h 35m,1,896.0,938.84,1235,Medium,Cheap,Summer,43.53
2025-08-13,2025-08-20,Turkish Airlines,16h 50m,1,955.0,997.84,1010,Short,Affordable,Summer,56.73
2025-08-13,2025-08-20,Emirates,31h 05m,1,1131.0,1173.84,1865,Long,Affordable,Summer,36.39
2025-08-13,2025-08-20,Turkish Airlines,16h 50m,1,1114.0,1156.84,1010,Short,Affordable,Summer,66.18
2025-08-13,2025-08-20,Qatar Airways,21h 50m,1,955.0,997.84,1310,Medium,Affordable,Summer,43.74
2025-08-13,2025-08-20,Qatar Airways,22h 20m,1,955.0,997.84,1340,Medium,Affordable,Summer,42.76
2025-08-13,2025-08-20,Turkish Airlines,21h 10m,1,955.0,997.84,1270,Medium,Affordable,Summer,45.12
2025-08-13,2025-08-20,Turkish Airlines,17h 50m,1,1090.0,1132.84,1070,Medium,Affordable,Summer,61.12
2025-08-13,2025-08-20,Turkish Airlines,20h 35m,1,1018.0,1060.84,1235,Medium,Affordable,Summer,49.46
2025-08-13,2025-08-20,Turkish Airlines,17h 50m,1,1268.0,1310.84,1070,Medium,Affordable,Summer,71.1
2025-08-13,2025-08-20,Air France,19h 15m,1,1645.0,1687.84,1155,Medium,Expensive,Summer,85.45
2025-08-13,2025-08-20,Air France,36h 10m,1,955.0,965.0,2170,Long,Affordable,Summer,26.41
2025-08-13,2025-08-20,Emirates,31h 05m,1,1018.0,1060.84,1865,Long,Affordable,Summer,32.75
2025-08-13,2025-08-20,Turkish Airlines,21h 10m,1,1131.0,1173.84,1270,Medium,Affordable,Summer,53.43
2025-08-13,2025-08-20,Qatar Airways,22h 20m,1,1090.0,1132.84,1340,Medium,Affordable,Summer,48.81
2025-08-13,2025-08-20,Turkish Airlines,17h 50m,1,955.0,997.84,1070,Medium,Affordable,Summer,53.55
2025-08-20,2025-08-27,Turkish Airlines,20h 35m,1,1001.0,1043.84,1235,Medium,Affordable,Summer,48.63
2025-08-20,2025-08-27,Turkish Airlines,16h 50m,1,917.0,959.84,1010,Short,Cheap,Summer,54.48
2025-08-20,2025-08-27,Scandinavian Airlines,42h 40m,2,1001.0,1043.84,2560,Long,Affordable,Summer,23.46
2025-08-20,2025-08-27,Scandinavian Airlines,22h 25m,2,1001.0,1043.84,1345,Medium,Affordable,Summer,44.65
2025-08-20,2025-08-27,Turkish Airlines,21h 10m,1,1076.0,1118.84,1270,Medium,Affordable,Summer,50.83
2025-08-20,2025-08-27,Turkish Airlines,16h 50m,1,1001.0,1043.84,1010,Short,Affordable,Summer,59.47
2025-08-20,2025-08-27,Turkish Airlines,20h 35m,1,1076.0,1118.84,1235,Medium,Affordable,Summer,52.28
2025-08-20,2025-08-27,Turkish Airlines,17h 50m,1,1001.0,1043.84,1070,Medium,Affordable,Summer,56.13
2025-08-20,2025-08-27,Turkish Airlines,17h 50m,1,1076.0,1118.84,1070,Medium,Affordable,Summer,60.34
2025-08-20,2025-08-27,Turkish Airlines,21h 10m,1,1001.0,1043.84,1270,Medium,Affordable,Summer,47.29
2025-08-20,2025-08-27,Turkish Airlines,26h 40m,1,1001.0,1043.84,1600,Long,Affordable,Summer,37.54
2025-08-20,2025-08-27,Turkish Airlines,16h 50m,1,1001.0,1043.84,1010,Short,Affordable,Summer,59.47
2025-08-20,2025-08-27,Turkish Airlines,16h 50m,1,896.0,965.0,1010,Short,Cheap,Summer,53.23
2025-08-20,2025-08-27,Emirates,31h 05m,1,1001.0,1043.84,1865,Long,Affordable,Summer,32.2
2025-08-20,2025-08-27,Emirates,28h 35m,1,1001.0,1043.84,1715,Long,Affordable,Summer,35.02
2025-08-20,2025-08-27,Turkish Airlines,26h 50m,1,1001.0,1043.84,1610,Long,Affordable,Summer,37.3
2025-08-20,2025-08-27,Turkish Airlines,16h 50m,1,1617.0,1659.84,1010,Short,Expensive,Summer,96.06
2025-08-20,2025-08-27,Turkish Airlines,22h 15m,1,1001.0,1043.84,1335,Medium,Affordable,Summer,44.99
2025-08-20,2025-08-27,Turkish Airlines,21h 10m,1,1490.0,1532.84,1270,Medium,Expensive,Summer,70.39
2025-08-20,2025-08-27,Turkish Airlines,23h 20m,1,1076.0,1118.84,1400,Medium,Affordable,Summer,46.11
2025-08-20,2025-08-27,Turkish Airlines,26h 40m,1,1076.0,1118.84,1600,Long,Affordable,Summer,40.35
2025-08-20,2025-08-27,Turkish Airlines,17h 50m,1,1550.0,1592.84,1070,Medium,Expensive,Summer,86.92
2025-08-20,2025-08-27,Turkish Airlines,21h 10m,1,1550.0,1592.84,1270,Medium,Expensive,Summer,73.23
2025-08-20,2025-08-27,Turkish Airlines,23h 20m,1,1001.0,1043.84,1400,Medium,Affordable,Summer,42.9
2025-08-20,2025-08-27,Turkish Airlines,20h 35m,1,1076.0,1118.84,1235,Medium,Affordable,Summer,52.28
2025-08-27,2025-09-03,Turkish Airlines,20h 35m,1,909.0,953.0,1235,Medium,Cheap,Summer,44.16
2025-08-27,2025-09-03,Turkish Airlines,16h 50m,1,909.0,953.0,1010,Short,Cheap,Summer,54.0
2025-08-27,2025-09-03,Turkish Airlines,21h 10m,1,909.0,953.0,1270,Medium,Cheap,Summer,42.94
2025-08-27,2025-09-03,Turkish Airlines,20h 35m,1,1076.0,1118.84,1235,Medium,Affordable,Summer,52.28
2025-08-27,2025-09-03,Turkish Airlines,17h 50m,1,909.0,953.0,1070,Medium,Cheap,Summer,50.97
2025-08-27,2025-09-03,Turkish Airlines,21h 10m,1,1076.0,1118.84,1270,Medium,Affordable,Summer,50.83
2025-08-27,2025-09-03,Turkish Airlines,26h 40m,1,909.0,953.0,1600,Long,Cheap,Summer,34.09
2025-08-27,2025-09-03,Turkish Airlines,26h 50m,1,1076.0,1118.84,1610,Long,Affordable,Summer,40.1
2025-08-27,2025-09-03,Air France,31h 20m,1,1719.0,1761.84,1880,Long,Expensive,Summer,54.86
2025-08-27,2025-09-03,Air France,36h 25m,1,874.0,953.0,2185,Long,Cheap,Summer,24.0
2025-08-27,2025-09-03,Turkish Airlines,20h 35m,1,874.0,953.0,1235,Medium,Cheap,Summer,42.46
2025-08-27,2025-09-03,Turkish Airlines,16h 50m,1,874.0,916.84,1010,Short,Cheap,Summer,51.92
2025-08-27,2025-09-03,Turkish Airlines,21h 10m,1,1020.0,953.0,1270,Medium,Affordable,Summer,48.19
2025-08-27,2025-09-03,Turkish Airlines,20h 35m,1,1018.0,1060.84,1235,Medium,Affordable,Summer,49.46
2025-08-27,2025-09-03,Turkish Airlines,17h 50m,1,1018.0,1060.84,1070,Medium,Affordable,Summer,57.08
2025-08-27,2025-09-03,Qatar Airways,21h 50m,1,980.0,953.0,1310,Medium,Affordable,Summer,44.89
2025-08-27,2025-09-03,Qatar Airways,22h 20m,1,1458.0,1500.84,1340,Medium,Expensive,Summer,65.28
2025-08-27,2025-09-03,Turkish Airlines,21h 10m,1,874.0,953.0,1270,Medium,Cheap,Summer,41.29
2025-08-27,2025-09-03,Turkish Airlines,17h 50m,1,1236.0,1278.84,1070,Medium,Affordable,Summer,69.31
2025-08-27,2025-09-03,Turkish Airlines,17h 50m,1,874.0,953.0,1070,Medium,Cheap,Summer,49.01
2025-08-27,2025-09-03,Turkish Airlines,21h 10m,1,874.0,916.84,1270,Medium,Cheap,Summer,41.29
2025-08-27,2025-09-03,Turkish Airlines,17h 50m,1,874.0,916.84,1070,Medium,Cheap,Summer,49.01
2025-08-27,2025-09-03,Qatar Airways,21h 50m,1,874.0,953.0,1310,Medium,Cheap,Summer,40.03
2025-08-27,2025-09-03,Qatar Airways,27h 40m,1,874.0,916.84,1660,Long,Cheap,Summer,31.59
2025-08-27,2025-09-03,"Lufthansa, MEA",15h 55m,1,874.0,916.84,955,Short,Cheap,Summer,54.91
2025-08-27,2025-09-03,Lufthansa,19h 30m,1,1018.0,1060.84,1170,Medium,Affordable,Summer,52.21
2025-08-27,2025-09-03,Turkish Airlines,26h 40m,1,1018.0,953.0,1600,Long,Affordable,Summer,38.17
2025-08-27,2025-09-03,Turkish Airlines,16h 50m,1,1356.0,1398.84,1010,Short,Affordable,Summer,80.55
2025-08-27,2025-09-03,Lufthansa,20h 55m,1,874.0,953.0,1255,Medium,Cheap,Summer,41.78
2025-08-27,2025-09-03,Lufthansa,19h 30m,1,1018.0,953.0,1170,Medium,Affordable,Summer,52.21
2025-08-27,2025-09-03,Turkish Airlines,26h 50m,1,874.0,953.0,1610,Long,Cheap,Summer,32.57
2025-08-27,2025-09-03,Turkish Airlines,23h 20m,1,1018.0,966.0,1400,Medium,Affordable,Summer,43.63
2025-08-27,2025-09-03,Turkish Airlines,26h 40m,1,874.0,966.0,1600,Long,Cheap,Summer,32.78
2025-08-27,2025-09-03,Turkish Airlines,24h 05m,1,874.0,966.0,1445,Medium,Cheap,Summer,36.29
2025-08-27,2025-09-03,Turkish Airlines,21h 10m,1,874.0,916.84,1270,Medium,Cheap,Summer,41.29
2025-08-27,2025-09-03,Turkish Airlines,23h 20m,1,909.0,953.0,1400,Medium,Cheap,Summer,38.96
2025-08-27,2025-09-03,Turkish Airlines,26h 50m,1,1356.0,1398.84,1610,Long,Affordable,Summer,50.53
2025-08-27,2025-09-03,Turkish Airlines,21h 10m,1,1183.0,1225.84,1270,Medium,Affordable,Summer,55.89
2025-08-27,2025-09-03,Turkish Airlines,24h 05m,1,874.0,953.0,1445,Medium,Cheap,Summer,36.29
2025-08-27,2025-09-03,Turkish Airlines,22h 15m,1,874.0,916.84,1335,Medium,Cheap,Summer,39.28
2025-08-27,2025-09-03,Turkish Airlines,22h 15m,1,1193.0,1235.84,1335,Medium,Affordable,Summer,53.62
2025-08-27,2025-09-03,Turkish Airlines,19h 35m,1,1194.0,1236.84,1175,Medium,Affordable,Summer,60.97
2025-08-27,2025-09-03,Turkish Airlines,20h 35m,1,1018.0,1060.84,1235,Medium,Affordable,Summer,49.46
2025-08-27,2025-09-03,Turkish Airlines,28h 30m,1,1018.0,1060.84,1710,Long,Affordable,Summer,35.72
2025-09-03,2025-09-10,Turkish Airlines,20h 35m,1,912.0,953.0,1235,Medium,Cheap,Autumn,44.31
2025-09-03,2025-09-10,Turkish Airlines,16h 50m,1,909.0,953.0,1010,Short,Cheap,Autumn,54.0
2025-09-03,2025-09-10,Turkish Airlines,21h 10m,1,909.0,953.0,1270,Medium,Cheap,Autumn,42.94
2025-09-03,2025-09-10,Turkish Airlines,20h 35m,1,1031.0,1073.84,1235,Medium,Affordable,Autumn,50.09
2025-09-03,2025-09-10,Turkish Airlines,17h 50m,1,1031.0,1073.84,1070,Medium,Affordable,Autumn,57.81
2025-09-03,2025-09-10,Turkish Airlines,17h 50m,1,909.0,953.0,1070,Medium,Cheap,Autumn,50.97
2025-09-03,2025-09-10,Turkish Airlines,20h 35m,1,1001.0,1043.84,1235,Medium,Affordable,Autumn,48.63
2025-09-03,2025-09-10,Turkish Airlines,21h 10m,1,1001.0,1043.84,1270,Medium,Affordable,Autumn,47.29
2025-09-03,2025-09-10,Turkish Airlines,17h 50m,1,907.0,953.0,1070,Medium,Cheap,Autumn,50.86
2025-09-03,2025-09-10,Turkish Airlines,26h 40m,1,907.0,953.0,1600,Long,Cheap,Autumn,34.01
2025-09-03,2025-09-10,Turkish Airlines,16h 50m,1,907.0,953.0,1010,Short,Cheap,Autumn,53.88
2025-09-03,2025-09-10,Turkish Airlines,26h 50m,1,907.0,953.0,1610,Long,Cheap,Autumn,33.8
2025-09-03,2025-09-10,Turkish Airlines,20h 35m,1,902.0,953.0,1235,Medium,Cheap,Autumn,43.82
2025-09-03,2025-09-10,Turkish Airlines,16h 50m,1,887.0,929.84,1010,Short,Cheap,Autumn,52.69
2025-09-03,2025-09-10,Emirates,31h 05m,1,902.0,953.0,1865,Long,Cheap,Autumn,29.02
2025-09-03,2025-09-10,Emirates,28h 35m,1,902.0,953.0,1715,Long,Cheap,Autumn,31.56
2025-09-03,2025-09-10,Turkish Airlines,21h 10m,1,902.0,953.0,1270,Medium,Cheap,Autumn,42.61
2025-09-03,2025-09-10,Turkish Airlines,16h 50m,1,1031.0,1073.84,1010,Short,Affordable,Autumn,61.25
2025-09-03,2025-09-10,Turkish Airlines,17h 50m,1,902.0,953.0,1070,Medium,Cheap,Autumn,50.58
2025-09-03,2025-09-10,Turkish Airlines,17h 50m,1,1001.0,1043.84,1070,Medium,Affordable,Autumn,56.13
2025-09-03,2025-09-10,Air France,17h 30m,1,920.0,953.0,1050,Short,Cheap,Autumn,52.57
2025-09-03,2025-09-10,Air France,36h 25m,1,902.0,944.84,2185,Long,Cheap,Autumn,24.77
2025-09-03,2025-09-10,Turkish Airlines,20h 35m,1,887.0,953.0,1235,Medium,Cheap,Autumn,43.09
2025-09-03,2025-09-10,Turkish Airlines,16h 50m,1,902.0,953.0,1010,Short,Cheap,Autumn,53.58
2025-09-03,2025-09-10,Emirates,28h 35m,1,902.0,944.84,1715,Long,Cheap,Autumn,31.56
2025-09-03,2025-09-10,Turkish Airlines,21h 10m,1,1031.0,1073.84,1270,Medium,Affordable,Autumn,48.71
2025-09-03,2025-09-10,Turkish Airlines,16h 50m,1,1031.0,953.0,1010,Short,Affordable,Autumn,61.25
2025-09-03,2025-09-10,Turkish Airlines,17h 50m,1,902.0,944.84,1070,Medium,Cheap,Autumn,50.58
2025-09-03,2025-09-10,Turkish Airlines,21h 10m,1,1001.0,953.0,1270,Medium,Affordable,Autumn,47.29
2025-09-03,2025-09-10,Turkish Airlines,20h 35m,1,1001.0,953.0,1235,Medium,Affordable,Autumn,48.63
2025-09-03,2025-09-10,Turkish Airlines,26h 40m,1,902.0,953.0,1600,Long,Cheap,Autumn,33.82
2025-09-03,2025-09-10,Turkish Airlines,16h 50m,1,902.0,944.84,1010,Short,Cheap,Autumn,53.58
2025-09-03,2025-09-10,Turkish Airlines,26h 50m,1,1001.0,1043.84,1610,Long,Affordable,Autumn,37.3
2025-09-03,2025-09-10,Turkish Airlines,16h 50m,1,1145.0,1187.84,1010,Short,Affordable,Autumn,68.02
2025-09-03,2025-09-10,Turkish Airlines,20h 35m,1,920.0,953.0,1235,Medium,Cheap,Autumn,44.7
2025-09-03,2025-09-10,Turkish Airlines,22h 15m,1,1001.0,953.0,1335,Medium,Affordable,Autumn,44.99
2025-09-03,2025-09-10,Turkish Airlines,20h 35m,1,927.0,953.0,1235,Medium,Cheap,Autumn,45.04
2025-09-03,2025-09-10,Turkish Airlines,23h 20m,1,920.0,962.84,1400,Medium,Cheap,Autumn,39.43
2025-09-03,2025-09-10,Turkish Airlines,21h 10m,1,902.0,944.84,1270,Medium,Cheap,Autumn,42.61
2025-09-03,2025-09-10,Turkish Airlines,22h 15m,1,1157.0,1199.84,1335,Medium,Affordable,Autumn,52.0
2025-09-03,2025-09-10,Turkish Airlines,26h 40m,1,981.0,1023.84,1600,Long,Affordable,Autumn,36.79
2025-09-03,2025-09-10,Turkish Airlines,17h 50m,1,902.0,944.84,1070,Medium,Cheap,Autumn,50.58
2025-09-03,2025-09-10,Turkish Airlines,21h 10m,1,1157.0,1199.84,1270,Medium,Affordable,Autumn,54.66
2025-09-03,2025-09-10,Turkish Airlines,23h 20m,1,902.0,944.84,1400,Medium,Cheap,Autumn,38.66
2025-09-03,2025-09-10,Turkish Airlines,20h 35m,1,1162.0,1204.84,1235,Medium,Affordable,Autumn,56.45
2025-09-03,2025-09-10,Turkish Airlines,24h 05m,1,939.0,981.84,1445,Medium,Cheap,Autumn,38.99
2025-09-10,2025-09-17,Turkish Airlines,20h 35m,1,909.0,953.0,1235,Medium,Cheap,Autumn,44.16
2025-09-10,2025-09-17,Turkish Airlines,16h 50m,1,853.0,892.0,1010,Short,Cheap,Autumn,50.67
2025-09-10,2025-09-17,Qatar Airways,21h 50m,1,909.0,953.0,1310,Medium,Cheap,Autumn,41.63
2025-09-10,2025-09-17,Qatar Airways,22h 20m,1,909.0,953.0,1340,Medium,Cheap,Autumn,40.7
2025-09-10,2025-09-17,Turkish Airlines,21h 10m,1,909.0,953.0,1270,Medium,Cheap,Autumn,42.94
2025-09-10,2025-09-17,Turkish Airlines,16h 50m,1,909.0,953.0,1010,Short,Cheap,Autumn,54.0
2025-09-10,2025-09-17,Turkish Airlines,17h 50m,1,909.0,953.0,1070,Medium,Cheap,Autumn,50.97
2025-09-10,2025-09-17,Turkish Airlines,20h 35m,1,912.0,953.0,1235,Medium,Cheap,Autumn,44.31
2025-09-10,2025-09-17,Turkish Airlines,21h 10m,1,912.0,953.0,1270,Medium,Cheap,Autumn,43.09
2025-09-10,2025-09-17,Air France,19h 15m,1,920.0,892.0,1155,Medium,Cheap,Autumn,47.79
2025-09-10,2025-09-17,Air France,29h 20m,1,833.0,953.0,1760,Long,Cheap,Autumn,28.4
2025-09-10,2025-09-17,Qatar Airways,21h 50m,1,902.0,953.0,1310,Medium,Cheap,Autumn,41.31
2025-09-10,2025-09-17,Qatar Airways,22h 20m,1,902.0,892.0,1340,Medium,Cheap,Autumn,40.39
2025-09-10,2025-09-17,Turkish Airlines,20h 35m,1,833.0,953.0,1235,Medium,Cheap,Autumn,40.47
2025-09-10,2025-09-17,Turkish Airlines,16h 50m,1,902.0,953.0,1010,Short,Cheap,Autumn,53.58
2025-09-10,2025-09-17,Turkish Airlines,21h 10m,1,902.0,953.0,1270,Medium,Cheap,Autumn,42.61
2025-09-10,2025-09-17,Qatar Airways,21h 50m,1,893.0,903.0,1310,Medium,Cheap,Autumn,40.9
2025-09-10,2025-09-17,Qatar Airways,27h 40m,1,1222.0,1264.84,1660,Long,Affordable,Autumn,44.17
2025-09-10,2025-09-17,Turkish Airlines,20h 35m,1,902.0,953.0,1235,Medium,Cheap,Autumn,43.82
2025-09-10,2025-09-17,Turkish Airlines,17h 50m,1,857.0,899.84,1070,Medium,Cheap,Autumn,48.06
2025-09-10,2025-09-17,Turkish Airlines,20h 35m,1,1096.0,1138.84,1235,Medium,Affordable,Autumn,53.25
2025-09-10,2025-09-17,Turkish Airlines,17h 50m,1,1102.0,1144.84,1070,Medium,Affordable,Autumn,61.79
2025-09-10,2025-09-17,Turkish Airlines,21h 10m,1,1102.0,1144.84,1270,Medium,Affordable,Autumn,52.06
2025-09-10,2025-09-17,Turkish Airlines,17h 50m,1,902.0,944.84,1070,Medium,Cheap,Autumn,50.58
2025-09-10,2025-09-17,Turkish Airlines,17h 50m,1,857.0,953.0,1070,Medium,Cheap,Autumn,48.06
2025-09-10,2025-09-17,Turkish Airlines,20h 35m,1,1096.0,953.0,1235,Medium,Affordable,Autumn,53.25
2025-09-10,2025-09-17,Turkish Airlines,17h 50m,1,1102.0,953.0,1070,Medium,Affordable,Autumn,61.79
2025-09-10,2025-09-17,Turkish Airlines,21h 10m,1,1102.0,953.0,1270,Medium,Affordable,Autumn,52.06
2025-09-10,2025-09-17,Turkish Airlines,17h 50m,1,902.0,953.0,1070,Medium,Cheap,Autumn,50.58
2025-09-10,2025-09-17,Qatar Airways,24h 55m,1,902.0,953.0,1495,Medium,Cheap,Autumn,36.2
2025-09-10,2025-09-17,"Lufthansa, MEA",15h 55m,1,902.0,971.0,955,Short,Cheap,Autumn,56.67
2025-09-10,2025-09-17,Lufthansa,19h 30m,1,902.0,953.0,1170,Medium,Cheap,Autumn,46.26
2025-09-10,2025-09-17,Qatar Airways,32h 45m,1,901.0,971.0,1965,Long,Cheap,Autumn,27.51
2025-09-10,2025-09-17,Lufthansa,20h 55m,1,920.0,953.0,1255,Medium,Cheap,Autumn,43.98
2025-09-10,2025-09-17,"United Airlines, Lufthansa",20h 55m,1,902.0,953.0,1255,Medium,Cheap,Autumn,43.12
2025-09-10,2025-09-17,"Lufthansa, United Airlines",19h 30m,1,920.0,962.84,1170,Medium,Cheap,Autumn,47.18
2025-09-10,2025-09-17,Turkish Airlines,20h 35m,1,901.0,943.84,1235,Medium,Cheap,Autumn,43.77
2025-09-10,2025-09-17,Turkish Airlines,22h 15m,1,927.0,969.84,1335,Medium,Cheap,Autumn,41.66
2025-09-10,2025-09-17,Turkish Airlines,21h 10m,1,902.0,944.84,1270,Medium,Cheap,Autumn,42.61
2025-09-10,2025-09-17,Turkish Airlines,22h 15m,1,1067.0,1109.84,1335,Medium,Affordable,Autumn,47.96
2025-09-10,2025-09-17,Turkish Airlines,26h 40m,1,912.0,954.84,1600,Long,Cheap,Autumn,34.2
2025-09-10,2025-09-17,Turkish Airlines,16h 50m,1,1107.0,1149.84,1010,Short,Affordable,Autumn,65.76
2025-09-10,2025-09-17,Turkish Airlines,26h 50m,1,912.0,954.84,1610,Long,Cheap,Autumn,33.99
2025-09-10,2025-09-17,Turkish Airlines,20h 35m,1,902.0,944.84,1235,Medium,Cheap,Autumn,43.82
2025-09-10,2025-09-17,Turkish Airlines,23h 20m,1,1107.0,1149.84,1400,Medium,Affordable,Autumn,47.44
2025-09-10,2025-09-17,Turkish Airlines,26h 40m,1,902.0,944.84,1600,Long,Cheap,Autumn,33.82
2025-09-10,2025-09-17,Turkish Airlines,17h 50m,1,1079.0,1121.84,1070,Medium,Affordable,Autumn,60.5
2025-09-10,2025-09-17,Turkish Airlines,26h 50m,1,902.0,944.84,1610,Long,Cheap,Autumn,33.61
2025-09-10,2025-09-17,Turkish Airlines,17h 50m,1,1073.0,1115.84,1070,Medium,Affordable,Autumn,60.17
2025-09-17,2025-09-24,Turkish Airlines,20h 35m,1,909.0,953.0,1235,Medium,Cheap,Autumn,44.16
2025-09-17,2025-09-24,Turkish Airlines,16h 50m,1,843.0,892.0,1010,Short,Cheap,Autumn,50.08
2025-09-17,2025-09-24,Qatar Airways,21h 50m,1,909.0,953.0,1310,Medium,Cheap,Autumn,41.63
2025-09-17,2025-09-24,Qatar Airways,22h 20m,1,909.0,953.0,1340,Medium,Cheap,Autumn,40.7
2025-09-17,2025-09-24,Turkish Airlines,21h 10m,1,909.0,953.0,1270,Medium,Cheap,Autumn,42.94
2025-09-17,2025-09-24,Turkish Airlines,16h 50m,1,909.0,953.0,1010,Short,Cheap,Autumn,54.0
2025-09-17,2025-09-24,Turkish Airlines,17h 50m,1,909.0,953.0,1070,Medium,Cheap,Autumn,50.97
2025-09-17,2025-09-24,Turkish Airlines,20h 35m,1,843.0,890.0,1235,Medium,Cheap,Autumn,40.96
2025-09-17,2025-09-24,Turkish Airlines,16h 50m,1,833.0,892.0,1010,Short,Cheap,Autumn,49.49
2025-09-17,2025-09-24,Air France,17h 30m,1,920.0,953.0,1050,Short,Cheap,Autumn,52.57
2025-09-17,2025-09-24,Air France,36h 25m,1,874.0,892.0,2185,Long,Cheap,Autumn,24.0
2025-09-17,2025-09-24,Turkish Airlines,20h 35m,1,779.0,953.0,1235,Medium,Cheap,Autumn,37.85
2025-09-17,2025-09-24,Turkish Airlines,16h 50m,1,874.0,953.0,1010,Short,Cheap,Autumn,51.92
2025-09-17,2025-09-24,Qatar Airways,21h 50m,1,874.0,953.0,1310,Medium,Cheap,Autumn,40.03
2025-09-17,2025-09-24,Qatar Airways,22h 20m,1,874.0,953.0,1340,Medium,Cheap,Autumn,39.13
2025-09-17,2025-09-24,Turkish Airlines,21h 10m,1,874.0,953.0,1270,Medium,Cheap,Autumn,41.29
2025-09-17,2025-09-24,Turkish Airlines,20h 35m,1,874.0,953.0,1235,Medium,Cheap,Autumn,42.46
2025-09-17,2025-09-24,Turkish Airlines,17h 50m,1,874.0,953.0,1070,Medium,Cheap,Autumn,49.01
2025-09-17,2025-09-24,Turkish Airlines,17h 50m,1,874.0,916.84,1070,Medium,Cheap,Autumn,49.01
2025-09-17,2025-09-24,Turkish Airlines,20h 35m,1,981.0,953.0,1235,Medium,Affordable,Autumn,47.66
2025-09-17,2025-09-24,Turkish Airlines,22h 15m,1,874.0,916.84,1335,Medium,Cheap,Autumn,39.28
2025-09-17,2025-09-24,Turkish Airlines,26h 40m,1,981.0,953.0,1600,Long,Affordable,Autumn,36.79
2025-09-17,2025-09-24,Turkish Airlines,22h 15m,1,874.0,953.0,1335,Medium,Cheap,Autumn,39.28
2025-09-17,2025-09-24,Turkish Airlines,26h 50m,1,874.0,953.0,1610,Long,Cheap,Autumn,32.57
2025-09-17,2025-09-24,Turkish Airlines,16h 50m,1,920.0,953.0,1010,Short,Cheap,Autumn,54.65
2025-09-17,2025-09-24,Turkish Airlines,26h 40m,1,874.0,953.0,1600,Long,Cheap,Autumn,32.78
2025-09-17,2025-09-24,Turkish Airlines,20h 35m,1,874.0,916.84,1235,Medium,Cheap,Autumn,42.46
2025-09-17,2025-09-24,Turkish Airlines,23h 20m,1,920.0,962.84,1400,Medium,Cheap,Autumn,39.43
2025-09-17,2025-09-24,Turkish Airlines,26h 40m,1,985.0,1027.84,1600,Long,Affordable,Autumn,36.94
2025-09-17,2025-09-24,Turkish Airlines,20h 35m,1,874.0,916.84,1235,Medium,Cheap,Autumn,42.46
2025-09-17,2025-09-24,Turkish Airlines,23h 20m,1,920.0,953.0,1400,Medium,Cheap,Autumn,39.43
2025-09-17,2025-09-24,Turkish Airlines,26h 40m,1,985.0,1027.84,1600,Long,Affordable,Autumn,36.94
2025-09-17,2025-09-24,Turkish Airlines,17h 50m,1,985.0,953.0,1070,Medium,Affordable,Autumn,55.23
2025-09-17,2025-09-24,Lufthansa,24h 40m,1,1067.0,1109.84,1480,Medium,Affordable,Autumn,43.26
2025-09-17,2025-09-24,Lufthansa,19h 30m,1,874.0,953.0,1170,Medium,Cheap,Autumn,44.82
2025-09-17,2025-09-24,Turkish Airlines,21h 10m,1,920.0,962.84,1270,Medium,Cheap,Autumn,43.46
2025-09-17,2025-09-24,Turkish Airlines,22h 15m,1,987.0,953.0,1335,Medium,Affordable,Autumn,44.36
2025-09-17,2025-09-24,Lufthansa,20h 55m,1,1061.0,953.0,1255,Medium,Affordable,Autumn,50.73
2025-09-17,2025-09-24,Lufthansa,23h 25m,1,874.0,916.84,1405,Medium,Cheap,Autumn,37.32
2025-09-17,2025-09-24,Turkish Airlines,16h 50m,1,1066.0,1108.84,1010,Short,Affordable,Autumn,63.33
2025-09-17,2025-09-24,Turkish Airlines,26h 50m,1,874.0,916.84,1610,Long,Cheap,Autumn,32.57
2025-09-17,2025-09-24,Turkish Airlines,16h 50m,1,1004.0,1046.84,1010,Short,Affordable,Autumn,59.64
2025-09-17,2025-09-24,Turkish Airlines,20h 35m,1,1060.0,1102.84,1235,Medium,Affordable,Autumn,51.5
2025-09-17,2025-09-24,Turkish Airlines,23h 20m,1,874.0,916.84,1400,Medium,Cheap,Autumn,37.46
2025-09-17,2025-09-24,Turkish Airlines,21h 10m,1,1162.0,1204.84,1270,Medium,Affordable,Autumn,54.9
2025-09-24,2025-10-01,Turkish Airlines,20h 35m,1,909.0,953.0,1235,Medium,Cheap,Autumn,44.16
